"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2022-10-20,"19:52:00","X8","PN",1005.3
2022-10-20,NA,"X8","PPT",0
2022-10-20,NA,"X8","RS24h",5.5
2022-10-20,NA,"X8","VVM10",1.2
2022-10-20,NA,"X8","DVM10",2
2022-10-20,"23:06:00","X8","VVX10",7.7
2022-10-20,"23:06:00","X8","DVVX10",336
2022-10-21,NA,"D5","TM",20.7
2022-10-21,"13:47:00","D5","TX",25.9
2022-10-21,"06:49:00","D5","TN",18.4
2022-10-21,NA,"D5","HRM",75
2022-10-21,"20:06:00","D5","HRX",88
2022-10-21,"02:41:00","D5","HRN",61
2022-10-21,NA,"D5","PM",967.4
2022-10-21,"21:31:00","D5","PX",968.9
2022-10-21,"14:10:00","D5","PN",966.1
2022-10-21,NA,"D5","PPT",0
2022-10-21,NA,"D5","RS24h",11
2022-10-21,NA,"D5","VVM10",4.3
2022-10-21,NA,"D5","DVM10",252
2022-10-21,"02:28:00","D5","VVX10",10.9
2022-10-21,"02:28:00","D5","DVVX10",262
2022-10-21,NA,"X2","TM",22.9
2022-10-21,"11:51:00","X2","TX",27.6
2022-10-21,"05:35:00","X2","TN",19.7
2022-10-21,NA,"X2","HRM",72
2022-10-21,"23:54:00","X2","HRX",83
2022-10-21,"15:39:00","X2","HRN",56
2022-10-21,NA,"X4","TM",23.4
2022-10-21,"13:05:00","X4","TX",26.5
2022-10-21,"04:30:00","X4","TN",21.2
2022-10-21,NA,"X4","HRM",65
2022-10-21,"20:02:00","X4","HRX",72
2022-10-21,"15:41:00","X4","HRN",54
2022-10-21,NA,"X4","PM",1010.6
2022-10-21,"22:02:00","X4","PX",1012.2
2022-10-21,"14:07:00","X4","PN",1009.2
2022-10-21,NA,"X4","PPT",0
2022-10-21,NA,"X4","RS24h",12.9
2022-10-21,NA,"X4","VVM10",2
2022-10-21,NA,"X4","DVM10",256
2022-10-21,"13:48:00","X4","VVX10",9.1
2022-10-21,"13:48:00","X4","DVVX10",228
2022-10-21,NA,"X8","TM",22.5
2022-10-21,"12:22:00","X8","TX",26.9
2022-10-21,"23:57:00","X8","TN",19.7
2022-10-21,NA,"X8","HRM",72
2022-10-21,"23:54:00","X8","HRX",82
2022-10-21,"15:16:00","X8","HRN",57
2022-10-21,NA,"X8","PM",1005.1
2022-10-21,"21:35:00","X8","PX",1006.7
2022-10-21,"14:05:00","X8","PN",1003.8
2022-10-21,NA,"X8","PPT",0
2022-10-21,NA,"X8","RS24h",12.8
2022-10-21,NA,"X8","VVM10",2.1
2022-10-21,NA,"X8","DVM10",257
2022-10-21,"11:10:00","X8","VVX10",9.2
2022-10-21,"11:10:00","X8","DVVX10",240
2022-10-22,NA,"D5","TM",20.3
2022-10-22,"13:24:00","D5","TX",27
2022-10-22,"04:35:00","D5","TN",17.6
2022-10-22,NA,"D5","HRM",59
2022-10-22,"23:30:00","D5","HRX",100
2022-10-22,"14:08:00","D5","HRN",36
2022-10-22,NA,"D5","PM",969.2
2022-10-22,"10:36:00","D5","PX",970.7
2022-10-22,"03:05:00","D5","PN",967.6
2022-10-22,NA,"D5","PPT",0
2022-10-22,NA,"D5","RS24h",11
2022-10-22,NA,"D5","VVM10",4.3
2022-10-22,NA,"D5","DVM10",271
2022-10-22,"02:26:00","D5","VVX10",9.9
2022-10-22,"02:26:00","D5","DVVX10",338
2022-10-22,NA,"X2","TM",21.6
2022-10-22,"11:31:00","X2","TX",28.5
2022-10-22,"03:42:00","X2","TN",18.6
2022-10-22,NA,"X2","HRM",62
2022-10-22,"00:02:00","X2","HRX",83
2022-10-22,"11:48:00","X2","HRN",35
2022-10-22,NA,"X4","TM",22.9
2022-10-22,"13:02:00","X4","TX",26.9
2022-10-22,"04:11:00","X4","TN",20.5
2022-10-22,NA,"X4","HRM",50
2022-10-22,"23:54:00","X4","HRX",62
2022-10-22,"11:45:00","X4","HRN",33
2022-10-22,NA,"X4","PM",1012.5
2022-10-22,"10:30:00","X4","PX",1014.1
2022-10-22,"03:06:00","X4","PN",1011
2022-10-22,NA,"X4","PPT",0
2022-10-22,NA,"X4","RS24h",10.6
2022-10-22,NA,"X4","VVM10",1.5
2022-10-22,NA,"X4","DVM10",260
2022-10-22,"08:51:00","X4","VVX10",7
2022-10-22,"08:51:00","X4","DVVX10",310
2022-10-22,NA,"X8","TM",21.6
2022-10-22,"13:11:00","X8","TX",27.2
2022-10-22,"03:09:00","X8","TN",17.8
2022-10-22,NA,"X8","HRM",57
2022-10-22,"23:36:00","X8","HRX",86
2022-10-22,"13:20:00","X8","HRN",34
2022-10-22,NA,"X8","PM",1007
2022-10-22,"09:35:00","X8","PX",1008.5
2022-10-22,"03:00:00","X8","PN",1005.5
2022-10-22,NA,"X8","PPT",0
2022-10-22,NA,"X8","RS24h",10.5
2022-10-22,NA,"X8","VVM10",1.5
2022-10-22,NA,"X8","DVM10",273
2022-10-22,"09:07:00","X8","VVX10",6.5
2022-10-22,"09:07:00","X8","DVVX10",304
2022-10-23,NA,"D5","TM",20.3
2022-10-23,"14:14:00","D5","TX",23.4
2022-10-23,"01:19:00","D5","TN",18
2022-10-23,NA,"D5","HRM",85
2022-10-23,"18:30:00","D5","HRX",100
2022-10-23,"20:43:00","D5","HRN",68
2022-10-23,NA,"D5","PM",969
2022-10-23,"10:25:00","D5","PX",970.4
2022-10-23,"16:34:00","D5","PN",967.6
2022-10-23,NA,"D5","PPT",0
2022-10-23,NA,"D5","RS24h",6.4
2022-10-23,NA,"D5","VVM10",3.8
2022-10-23,NA,"D5","DVM10",244
2022-10-23,"08:15:00","D5","VVX10",9.8
2022-10-23,"08:15:00","D5","DVVX10",270
2022-10-23,NA,"X2","TM",21.7
2022-10-23,"14:06:00","X2","TX",26.1
2022-10-23,"02:16:00","X2","TN",18.4
2022-10-23,NA,"X2","HRM",77
2022-10-23,"23:59:00","X2","HRX",90
2022-10-23,"14:19:00","X2","HRN",56
2022-10-23,NA,"X4","TM",22.8
2022-10-23,"14:04:00","X4","TX",26.4
2022-10-23,"06:00:00","X4","TN",20.9
2022-10-23,NA,"X4","HRM",70
2022-10-23,"17:45:00","X4","HRX",87
2022-10-23,"14:44:00","X4","HRN",52
2022-10-23,NA,"X4","PM",1012.2
2022-10-23,"11:30:00","X4","PX",1013.6
2022-10-23,"16:20:00","X4","PN",1010.6
2022-10-23,NA,"X4","PPT",0
2022-10-23,NA,"X4","RS24h",6.8
2022-10-23,NA,"X4","VVM10",1
2022-10-23,NA,"X4","DVM10",218
2022-10-23,"21:34:00","X4","VVX10",5
2022-10-23,"21:34:00","X4","DVVX10",254
2022-10-23,NA,"X8","TM",21.7
2022-10-23,"13:48:00","X8","TX",25.8
2022-10-23,"02:00:00","X8","TN",18.7
2022-10-23,NA,"X8","HRM",84
2022-10-23,"20:00:00","X8","HRX",100
2022-10-23,"14:06:00","X8","HRN",61
2022-10-23,NA,"X8","PM",1006.7
2022-10-23,"10:35:00","X8","PX",1008
2022-10-23,"16:14:00","X8","PN",1005.1
2022-10-23,NA,"X8","PPT",0
2022-10-23,NA,"X8","RS24h",6.5
2022-10-23,NA,"X8","VVM10",1
2022-10-23,NA,"X8","DVM10",255
2022-10-23,"22:58:00","X8","VVX10",4.1
2022-10-23,"22:58:00","X8","DVVX10",285
2022-10-24,NA,"D5","TM",21.6
2022-10-24,"13:17:00","D5","TX",27.5
2022-10-24,"00:57:00","D5","TN",19.5
2022-10-24,NA,"D5","HRM",55
2022-10-24,"00:53:00","D5","HRX",85
2022-10-24,"15:41:00","D5","HRN",41
2022-10-24,NA,"D5","PM",970
2022-10-24,"22:33:00","D5","PX",971.9
2022-10-24,"04:19:00","D5","PN",968.6
2022-10-24,NA,"D5","PPT",0
2022-10-24,NA,"D5","RS24h",11.3
2022-10-24,NA,"D5","VVM10",4.7
2022-10-24,NA,"D5","DVM10",298
2022-10-24,"05:02:00","D5","VVX10",11.1
2022-10-24,"05:02:00","D5","DVVX10",348
2022-10-24,NA,"X2","TM",22.3
2022-10-24,"12:33:00","X2","TX",28.3
2022-10-24,"03:46:00","X2","TN",18.5
2022-10-24,NA,"X2","HRM",68
2022-10-24,"03:00:00","X2","HRX",95
2022-10-24,"16:31:00","X2","HRN",38
2022-10-24,NA,"X4","TM",23.6
2022-10-24,"12:27:00","X4","TX",27.7
2022-10-24,"06:16:00","X4","TN",20.5
2022-10-24,NA,"X4","HRM",57
2022-10-24,"01:40:00","X4","HRX",88
2022-10-24,"16:23:00","X4","HRN",35
2022-10-24,NA,"X4","PM",1013.2
2022-10-24,"22:00:00","X4","PX",1015.2
2022-10-24,"04:21:00","X4","PN",1011.7
2022-10-24,NA,"X4","PPT",0
2022-10-24,NA,"X4","RS24h",12.2
2022-10-24,NA,"X4","VVM10",1.6
2022-10-24,NA,"X4","DVM10",253
2022-10-24,"16:21:00","X4","VVX10",7.8
2022-10-24,"16:21:00","X4","DVVX10",315
2022-10-24,NA,"X8","TM",22.6
2022-10-24,"12:02:00","X8","TX",27.7
2022-10-24,"21:31:00","X8","TN",18.7
2022-10-24,NA,"X8","HRM",61
2022-10-24,"00:11:00","X8","HRX",93
2022-10-24,"16:18:00","X8","HRN",38
2022-10-24,NA,"X8","PM",1007.7
2022-10-24,"22:48:00","X8","PX",1009.6
2022-10-24,"04:17:00","X8","PN",1006
2022-10-24,NA,"X8","PPT",0
2022-10-24,NA,"X8","RS24h",11.4
2022-10-24,NA,"X8","VVM10",1.8
2022-10-24,NA,"X8","DVM10",272
2022-10-24,"13:41:00","X8","VVX10",7.6
2022-10-24,"13:41:00","X8","DVVX10",206
2022-10-25,NA,"D5","TM",21.5
2022-10-25,"12:05:00","D5","TX",26.3
2022-10-25,"20:08:00","D5","TN",18.3
2022-10-25,NA,"D5","HRM",62
2022-10-25,"20:00:00","D5","HRX",100
2022-10-25,"02:01:00","D5","HRN",37
2022-10-25,NA,"D5","PM",970.6
2022-10-25,"08:39:00","D5","PX",971.7
2022-10-25,"16:36:00","D5","PN",969.6
2022-10-25,NA,"D5","PPT",0
2022-10-25,NA,"D5","RS24h",12.7
2022-10-25,NA,"D5","VVM10",3.1
2022-10-25,NA,"D5","DVM10",238
2022-10-25,"21:01:00","D5","VVX10",9.2
2022-10-25,"21:01:00","D5","DVVX10",273
2022-10-25,NA,"X2","TM",21.2
2022-10-25,"11:08:00","X2","TX",27
2022-10-25,"06:35:00","X2","TN",17
2022-10-25,NA,"X2","HRM",76
2022-10-25,"22:40:00","X2","HRX",92
2022-10-25,"10:41:00","X2","HRN",45
2022-10-25,NA,"X4","TM",22.6
2022-10-25,"12:16:00","X4","TX",25.7
2022-10-25,"06:11:00","X4","TN",20.2
2022-10-25,NA,"X4","HRM",68
2022-10-25,"23:14:00","X4","HRX",93
2022-10-25,"10:22:00","X4","HRN",43
2022-10-25,NA,"X4","PM",1013.9
2022-10-25,"08:30:00","X4","PX",1015.2
2022-10-25,"16:38:00","X4","PN",1012.8
2022-10-25,NA,"X4","PPT",0
2022-10-25,NA,"X4","RS24h",12.2
2022-10-25,NA,"X4","VVM10",1.3
2022-10-25,NA,"X4","DVM10",207
2022-10-25,"11:38:00","X4","VVX10",5.2
2022-10-25,"11:38:00","X4","DVVX10",196
2022-10-25,NA,"X8","TM",21.8
2022-10-25,"10:52:00","X8","TX",27.7
2022-10-25,"06:33:00","X8","TN",17.9
2022-10-25,NA,"X8","HRM",70
2022-10-25,"23:30:00","X8","HRX",100
2022-10-25,"10:04:00","X8","HRN",36
2022-10-25,NA,"X8","PM",1008.3
2022-10-25,"08:40:00","X8","PX",1009.4
2022-10-25,"16:33:00","X8","PN",1007.3
2022-10-25,NA,"X8","PPT",0
2022-10-25,NA,"X8","RS24h",12.1
2022-10-25,NA,"X8","VVM10",1.1
2022-10-25,NA,"X8","DVM10",234
2022-10-25,"11:42:00","X8","VVX10",5.4
2022-10-25,"11:42:00","X8","DVVX10",199
2022-10-26,NA,"D5","TM",22.7
2022-10-26,"13:26:00","D5","TX",28.7
2022-10-26,"22:24:00","D5","TN",19.3
2022-10-26,NA,"D5","HRM",59
2022-10-26,"18:30:00","D5","HRX",100
2022-10-26,"09:07:00","D5","HRN",32
2022-10-26,NA,"D5","PM",972.8
2022-10-26,"21:45:00","D5","PX",975.6
2022-10-26,"00:22:00","D5","PN",969.8
2022-10-26,NA,"D5","PPT",0
2022-10-26,NA,"D5","RS24h",11.9
2022-10-26,NA,"D5","VVM10",2.5
2022-10-26,NA,"D5","DVM10",242
2022-10-26,"01:39:00","D5","VVX10",8.3
2022-10-26,"01:39:00","D5","DVVX10",285
2022-10-26,NA,"X2","TM",21.3
2022-10-26,"12:23:00","X2","TX",26.9
2022-10-26,"06:03:00","X2","TN",17.9
2022-10-26,NA,"X2","HRM",87
2022-10-26,"23:30:00","X2","HRX",97
2022-10-26,"10:44:00","X2","HRN",53
2022-10-26,NA,"X4","TM",22.2
2022-10-26,"10:54:00","X4","TX",26
2022-10-26,"03:53:00","X4","TN",20.1
2022-10-26,NA,"X4","HRM",86
2022-10-26,"23:30:00","X4","HRX",100
2022-10-26,"10:55:00","X4","HRN",51
2022-10-26,NA,"X4","PM",1016
2022-10-26,"21:55:00","X4","PX",1019.2
2022-10-26,"03:32:00","X4","PN",1013.3
2022-10-26,NA,"X4","PPT",0
2022-10-26,NA,"X4","RS24h",11.7
2022-10-26,NA,"X4","VVM10",1
2022-10-26,NA,"X4","DVM10",147
2022-10-26,"14:09:00","X4","VVX10",4.3
2022-10-26,"14:09:00","X4","DVVX10",164
2022-10-26,NA,"X8","TM",21.5
2022-10-26,"12:51:00","X8","TX",28.2
2022-10-26,"03:49:00","X8","TN",17.5
2022-10-26,NA,"X8","HRM",86
2022-10-26,"23:30:00","X8","HRX",100
2022-10-26,"11:00:00","X8","HRN",50
2022-10-26,NA,"X8","PM",1010.4
2022-10-26,"22:01:00","X8","PX",1013.5
2022-10-26,"00:15:00","X8","PN",1007.6
2022-10-26,NA,"X8","PPT",0
2022-10-26,NA,"X8","RS24h",11.5
2022-10-26,NA,"X8","VVM10",1
2022-10-26,NA,"X8","DVM10",235
2022-10-26,"13:04:00","X8","VVX10",4.1
2022-10-26,"13:04:00","X8","DVVX10",173
2022-10-27,NA,"D5","TM",20
2022-10-27,"10:48:00","D5","TX",23.9
2022-10-27,"18:53:00","D5","TN",17.1
2022-10-27,NA,"D5","HRM",66
2022-10-27,"17:19:00","D5","HRX",99
2022-10-27,"03:14:00","D5","HRN",28
2022-10-27,NA,"D5","PM",977
2022-10-27,"22:19:00","D5","PX",978.3
2022-10-27,"01:06:00","D5","PN",975.1
2022-10-27,NA,"D5","PPT",0
2022-10-27,NA,"D5","RS24h",12
2022-10-27,NA,"D5","VVM10",2.4
2022-10-27,NA,"D5","DVM10",53
2022-10-27,"17:20:00","D5","VVX10",7
2022-10-27,"17:20:00","D5","DVVX10",57
2022-10-27,NA,"X2","TM",19.5
2022-10-27,"13:15:00","X2","TX",21.9
2022-10-27,"06:06:00","X2","TN",16.2
2022-10-27,NA,"X2","HRM",88
2022-10-27,"01:00:00","X2","HRX",97
2022-10-27,"08:20:00","X2","HRN",70
2022-10-27,NA,"X4","TM",20.2
2022-10-27,"13:08:00","X4","TX",21.8
2022-10-27,"06:20:00","X4","TN",18.8
2022-10-27,NA,"X4","HRM",90
2022-10-27,"23:30:00","X4","HRX",100
2022-10-27,"08:08:00","X4","HRN",64
2022-10-27,NA,"X4","PM",1020.8
2022-10-27,"22:00:00","X4","PX",1022.4
2022-10-27,"01:00:00","X4","PN",1018.5
2022-10-27,NA,"X4","PPT",0
2022-10-27,NA,"X4","RS24h",10.6
2022-10-27,NA,"X4","VVM10",1.8
2022-10-27,NA,"X4","DVM10",82
2022-10-27,"12:04:00","X4","VVX10",5.9
2022-10-27,"12:04:00","X4","DVVX10",95
2022-10-27,NA,"X8","TM",19.6
2022-10-27,"10:57:00","X8","TX",23.3
2022-10-27,"02:38:00","X8","TN",16.7
2022-10-27,NA,"X8","HRM",89
2022-10-27,"23:30:00","X8","HRX",100
2022-10-27,"09:06:00","X8","HRN",64
2022-10-27,NA,"X8","PM",1015.1
2022-10-27,"21:48:00","X8","PX",1016.6
2022-10-27,"01:11:00","X8","PN",1012.9
2022-10-27,NA,"X8","PPT",0
2022-10-27,NA,"X8","RS24h",11.5
2022-10-27,NA,"X8","VVM10",1.5
2022-10-27,NA,"X8","DVM10",50
2022-10-27,"14:08:00","X8","VVX10",6
2022-10-27,"14:08:00","X8","DVVX10",83
2022-10-28,NA,"D5","TM",19.3
2022-10-28,"12:24:00","D5","TX",22.4
2022-10-28,"21:35:00","D5","TN",17.5
2022-10-28,NA,"D5","HRM",57
2022-10-28,"16:10:00","D5","HRX",99
2022-10-28,"18:10:00","D5","HRN",31
2022-10-28,NA,"D5","PM",978
2022-10-28,"10:33:00","D5","PX",979.3
2022-10-28,"03:21:00","D5","PN",977.1
2022-10-28,NA,"D5","PPT",0
2022-10-28,NA,"D5","RS24h",12.8
2022-10-28,NA,"D5","VVM10",1.8
2022-10-28,NA,"D5","DVM10",64
2022-10-28,"20:20:00","D5","VVX10",4
2022-10-28,"20:20:00","D5","DVVX10",31
2022-10-28,NA,"X2","TM",18.9
2022-10-28,"12:34:00","X2","TX",23.4
2022-10-28,"06:23:00","X2","TN",15.8
2022-10-28,NA,"X2","HRM",88
2022-10-28,"23:15:00","X2","HRX",96
2022-10-28,"12:37:00","X2","HRN",67
2022-10-28,NA,"X4","TM",19.3
2022-10-28,"12:56:00","X4","TX",22.8
2022-10-28,"06:00:00","X4","TN",17.2
2022-10-28,NA,"X4","HRM",94
2022-10-28,"23:30:00","X4","HRX",100
2022-10-28,"13:03:00","X4","HRN",67
2022-10-28,NA,"X4","PM",1022
2022-10-28,"10:30:00","X4","PX",1023.5
2022-10-28,"03:20:00","X4","PN",1021.1
2022-10-28,NA,"X4","PPT",0
2022-10-28,NA,"X4","RS24h",10.6
2022-10-28,NA,"X4","VVM10",1.3
2022-10-28,NA,"X4","DVM10",83
2022-10-28,"13:59:00","X4","VVX10",4.2
2022-10-28,"13:59:00","X4","DVVX10",134
2022-10-28,NA,"X8","TM",18.7
2022-10-28,"12:57:00","X8","TX",24
2022-10-28,"05:22:00","X8","TN",15.3
2022-10-28,NA,"X8","HRM",92
2022-10-28,"23:30:00","X8","HRX",100
2022-10-28,"13:44:00","X8","HRN",63
2022-10-28,NA,"X8","PM",1016.2
2022-10-28,"10:34:00","X8","PX",1017.6
2022-10-28,"03:21:00","X8","PN",1015.4
2022-10-28,NA,"X8","PPT",0.1
2022-10-28,NA,"X8","RS24h",12.3
2022-10-28,NA,"X8","VVM10",1.1
2022-10-28,NA,"X8","DVM10",54
2022-10-28,"09:16:00","X8","VVX10",4.9
2022-10-28,"09:16:00","X8","DVVX10",126
2022-10-29,NA,"D5","TM",17.5
2022-10-29,"12:01:00","D5","TX",20.5
2022-10-29,"05:52:00","D5","TN",15.2
2022-10-29,NA,"D5","HRM",76
2022-10-29,"21:03:00","D5","HRX",100
2022-10-29,"02:03:00","D5","HRN",36
2022-10-29,NA,"D5","PM",975.5
2022-10-29,"00:00:00","D5","PX",977.4
2022-10-29,"23:58:00","D5","PN",974
2022-10-29,NA,"D5","PPT",0
2022-10-29,NA,"D5","RS24h",10.9
2022-10-29,NA,"D5","VVM10",2.5
2022-10-29,NA,"D5","DVM10",66
2022-10-29,"07:02:00","D5","VVX10",5.7
2022-10-29,"07:02:00","D5","DVVX10",67
2022-10-29,NA,"X2","TM",17.4
2022-10-29,"14:17:00","X2","TX",20.6
2022-10-29,"06:38:00","X2","TN",14.3
2022-10-29,NA,"X2","HRM",87
2022-10-29,"22:34:00","X2","HRX",97
2022-10-29,"08:47:00","X2","HRN",67
2022-10-29,NA,"X4","TM",18.7
2022-10-29,"14:39:00","X4","TX",21
2022-10-29,"03:34:00","X4","TN",17.1
2022-10-29,NA,"X4","HRM",85
2022-10-29,"21:16:00","X4","HRX",100
2022-10-29,"04:05:00","X4","HRN",56
2022-10-29,NA,"X4","PM",1019.5
2022-10-29,"00:00:00","X4","PX",1021.3
2022-10-29,"23:56:00","X4","PN",1017.8
2022-10-29,NA,"X4","PPT",0
2022-10-29,NA,"X4","RS24h",6.6
2022-10-29,NA,"X4","VVM10",1
2022-10-29,NA,"X4","DVM10",71
2022-10-29,"11:59:00","X4","VVX10",3.9
2022-10-29,"11:59:00","X4","DVVX10",143
2022-10-29,NA,"X8","TM",18
2022-10-29,"13:16:00","X8","TX",21.7
2022-10-29,"04:38:00","X8","TN",14.4
2022-10-29,NA,"X8","HRM",92
2022-10-29,"23:30:00","X8","HRX",100
2022-10-29,"05:00:00","X8","HRN",69
2022-10-29,NA,"X8","PM",1013.8
2022-10-29,"00:00:00","X8","PX",1015.6
2022-10-29,"23:58:00","X8","PN",1012.2
2022-10-29,NA,"X8","PPT",0.1
2022-10-29,NA,"X8","RS24h",10.7
2022-10-29,NA,"X8","VVM10",1.2
2022-10-29,NA,"X8","DVM10",51
2022-10-29,"12:29:00","X8","VVX10",5
2022-10-29,"12:29:00","X8","DVVX10",91
2022-10-30,NA,"D5","TM",17.7
2022-10-30,"14:09:00","D5","TX",23.3
2022-10-30,"05:59:00","D5","TN",15.2
2022-10-30,NA,"D5","HRM",87
2022-10-30,"23:30:00","D5","HRX",100
2022-10-30,"13:58:00","D5","HRN",59
2022-10-30,NA,"D5","PM",973.4
2022-10-30,"11:00:00","D5","PX",974.2
2022-10-30,"15:00:00","D5","PN",972.6
2022-10-30,NA,"D5","PPT",0
2022-10-30,NA,"D5","RS24h",9.3
2022-10-30,NA,"D5","VVM10",1.9
2022-10-30,NA,"D5","DVM10",196
2022-10-30,"03:17:00","D5","VVX10",5.4
2022-10-30,"03:17:00","D5","DVVX10",279
2022-10-30,NA,"X2","TM",19
2022-10-30,"12:05:00","X2","TX",23.6
2022-10-30,"06:52:00","X2","TN",16.5
2022-10-30,NA,"X2","HRM",83
2022-10-30,"20:50:00","X2","HRX",96
2022-10-30,"12:05:00","X2","HRN",62
2022-10-30,NA,"X4","TM",19.8
2022-10-30,"11:54:00","X4","TX",23
2022-10-30,"05:15:00","X4","TN",16.9
2022-10-30,NA,"X4","HRM",83
2022-10-30,"20:30:00","X4","HRX",100
2022-10-30,"10:00:00","X4","HRN",60
2022-10-30,NA,"X4","PM",1017.2
2022-10-30,"10:30:00","X4","PX",1018.1
2022-10-30,"15:00:00","X4","PN",1016.3
2022-10-30,NA,"X4","PPT",0
2022-10-30,NA,"X4","RS24h",10
2022-10-30,NA,"X4","VVM10",1
2022-10-30,NA,"X4","DVM10",64
2022-10-30,"14:11:00","X4","VVX10",4.1
2022-10-30,"14:11:00","X4","DVVX10",120
2022-10-30,NA,"X8","TM",19.1
2022-10-30,"13:12:00","X8","TX",24.4
2022-10-30,"05:40:00","X8","TN",14.8
2022-10-30,NA,"X8","HRM",87
2022-10-30,"23:30:00","X8","HRX",100
2022-10-30,"13:12:00","X8","HRN",59
2022-10-30,NA,"X8","PM",1011.5
2022-10-30,"10:46:00","X8","PX",1012.4
2022-10-30,"15:00:00","X8","PN",1010.6
2022-10-30,NA,"X8","PPT",0
2022-10-30,NA,"X8","RS24h",10
2022-10-30,NA,"X8","VVM10",0.9
2022-10-30,NA,"X8","DVM10",87
2022-10-30,"15:01:00","X8","VVX10",4.2
2022-10-30,"15:01:00","X8","DVVX10",137
2022-10-31,NA,"D5","TM",18.4
2022-10-31,"11:34:00","D5","TX",23.4
2022-10-31,"06:06:00","D5","TN",16
2022-10-31,NA,"D5","HRM",91
2022-10-31,"07:00:00","D5","HRX",100
2022-10-31,"11:35:00","D5","HRN",61
2022-10-31,NA,"D5","PM",972.6
2022-10-31,"21:52:00","D5","PX",973.5
2022-10-31,"14:51:00","D5","PN",971.4
2022-10-31,NA,"D5","PPT",0.2
2022-10-31,NA,"D5","RS24h",9.3
2022-10-31,NA,"D5","VVM10",2.5
2022-10-31,NA,"D5","DVM10",222
2022-10-31,"12:51:00","D5","VVX10",7.6
2022-10-31,"12:51:00","D5","DVVX10",210
2022-10-31,NA,"X2","TM",20.2
2022-10-31,"11:18:00","X2","TX",24.3
2022-10-31,"06:14:00","X2","TN",16.5
2022-10-31,NA,"X2","HRM",83
2022-10-31,"06:30:00","X2","HRX",91
2022-10-31,"10:53:00","X2","HRN",63
2022-10-31,NA,"X4","TM",20.9
2022-10-31,"10:55:00","X4","TX",23.4
2022-10-31,"06:31:00","X4","TN",18.2
2022-10-31,NA,"X4","HRM",82
2022-10-31,"17:35:00","X4","HRX",95
2022-10-31,"10:55:00","X4","HRN",62
2022-10-31,NA,"X4","PM",1016.3
2022-10-31,"08:30:00","X4","PX",1017.2
2022-10-31,"16:54:00","X4","PN",1015.1
2022-10-31,NA,"X4","PPT",0
2022-10-31,NA,"X4","RS24h",9.2
2022-10-31,NA,"X4","VVM10",1.1
2022-10-31,NA,"X4","DVM10",184
2022-10-31,"13:39:00","X4","VVX10",5.1
2022-10-31,"13:39:00","X4","DVVX10",208
2022-10-31,NA,"X8","TM",20
2022-10-31,"10:51:00","X8","TX",24.7
2022-10-31,"05:30:00","X8","TN",15.7
2022-10-31,NA,"X8","HRM",87
2022-10-31,"07:30:00","X8","HRX",100
2022-10-31,"10:52:00","X8","HRN",59
2022-10-31,NA,"X8","PM",1010.6
2022-10-31,"09:33:00","X8","PX",1011.5
2022-10-31,"16:39:00","X8","PN",1009.5
2022-10-31,NA,"X8","PPT",0
2022-10-31,NA,"X8","RS24h",9
2022-10-31,NA,"X8","VVM10",1.1
2022-10-31,NA,"X8","DVM10",241
2022-10-31,"11:55:00","X8","VVX10",6.6
2022-10-31,"11:55:00","X8","DVVX10",176
2022-11-01,NA,"D5","TM",17.8
2022-11-01,"10:54:00","D5","TX",21.4
2022-11-01,"20:52:00","D5","TN",15.4
2022-11-01,NA,"D5","HRM",82
2022-11-01,"20:30:00","D5","HRX",100
2022-11-01,"10:45:00","D5","HRN",56
2022-11-01,NA,"D5","PM",974.5
2022-11-01,"23:03:00","D5","PX",976.1
2022-11-01,"03:17:00","D5","PN",972.2
2022-11-01,NA,"D5","PPT",0
2022-11-01,NA,"D5","RS24h",11.6
2022-11-01,NA,"D5","VVM10",3.1
2022-11-01,NA,"D5","DVM10",3
2022-11-01,"06:58:00","D5","VVX10",7.6
2022-11-01,"06:58:00","D5","DVVX10",332
2022-11-01,NA,"X2","TM",19.4
2022-11-01,"10:27:00","X2","TX",23.5
2022-11-01,"06:44:00","X2","TN",16.5
2022-11-01,NA,"X2","HRM",82
2022-11-01,"05:01:00","X2","HRX",95
2022-11-01,"10:25:00","X2","HRN",53
2022-11-01,NA,"X4","TM",20.4
2022-11-01,"10:24:00","X4","TX",24.6
2022-11-01,"23:02:00","X4","TN",18.5
2022-11-01,NA,"X4","HRM",76
2022-11-01,"05:19:00","X4","HRX",94
2022-11-01,"10:24:00","X4","HRN",45
2022-11-01,NA,"X4","PM",1018.3
2022-11-01,"18:30:00","X4","PX",1020.2
2022-11-01,"03:30:00","X4","PN",1015.9
2022-11-01,NA,"X4","PPT",0
2022-11-01,NA,"X4","RS24h",12.5
2022-11-01,NA,"X4","VVM10",1.5
2022-11-01,NA,"X4","DVM10",87
2022-11-01,"11:51:00","X4","VVX10",7.3
2022-11-01,"11:51:00","X4","DVVX10",86
2022-11-01,NA,"X8","TM",19.6
2022-11-01,"10:40:00","X8","TX",25.3
2022-11-01,"22:44:00","X8","TN",16.3
2022-11-01,NA,"X8","HRM",83
2022-11-01,"23:41:00","X8","HRX",100
2022-11-01,"10:34:00","X8","HRN",45
2022-11-01,NA,"X8","PM",1012.7
2022-11-01,"23:00:00","X8","PX",1014.5
2022-11-01,"03:19:00","X8","PN",1010.3
